cycle,error_x,error_y
1,-0.19223578183917212,0.6548951123090605
2,1.2855770276549279,0.8177334983891346
3,-0.4560905046846186,0.16300425538597796
4,-1.7347038792620435,-0.6241462143885385
5,-0.4962846640374432,0.494395042940861
6,-1.582028805492977,-0.45244757489759807
7,-1.1348276890884557,0.5587852341112841
8,0.6639140208847795,1.8523640066666567
9,-2.585913616257385,-0.15175153585164988
10,0.14005861695022287,-1.373507386109019
11,-1.6324738129727867,-0.2448860596674578
12,-0.6241268161556225,-0.7379525146021129
13,0.43998781425178435,1.6497772500814936
14,0.5611622221768094,-0.3060599001812145
15,1.200847485071659,1.5451163870553901
16,-1.1101101692226858,-0.8401311067350725
17,0.9739245034220506,-1.6476393380284702
18,0.03081194687629947,0.6142544793466002
19,-0.17009868545416462,-0.6661659926551363
20,0.3361208941473667,-0.4521080371784354
21,1.4839291061589335,-1.537154011964042
22,2.964207910723047,0.289269837586194
23,-2.0396682036869604,-1.2439256612271175
24,1.2400650292571385,-0.16795628110248603
25,0.4730901924961517,1.3824202006786597
26,-1.8307896769836378,-0.20663611520680164
27,1.2685205013253995,2.0116736917322253
28,1.7750563754646742,-0.8836347278975343
29,0.594877786030788,-0.6785058233990903
30,-1.6042765483060186,1.1375575169151033
31,-1.069049880471449,0.871549113422535
32,-0.4959730164945647,-0.3497710552494115
33,0.3634394405549153,0.7609349733610316
34,0.8943896875498087,-1.0203348428542915
35,-1.315198542438459,1.6305007592522176
36,0.7661625777741728,-1.1620214283878882
37,0.44562701624567835,-0.6296626193499626
38,-1.4562515460443404,-0.41910897661579727
39,-1.049720760078019,-0.08411476546223606
40,-0.5373636370473668,1.1344275912512511
41,0.37869807104221415,1.5642685968939392
42,0.19493760151145129,1.4308761563604924
43,0.9133406009308701,-0.2757022911318028
44,0.536930683737564,0.906183184859086
45,1.0524007161986584,0.762756101644163
46,-0.2551087801118019,-0.37129318348774965
47,1.5472586177799863,-1.059029841565798
48,-1.4370295707982976,-1.3250324825378563
49,-1.4738653704144546,0.6371654614491005
50,0.31780450611846767,1.2377522777083148
51,1.5236375896699998,-0.8091807898903945
52,-1.0821409483887126,0.35479998010307495
53,-0.0823587165415676,-0.6020973837273931
54,0.5380410564678136,0.8154772417284578
55,0.20673993917257383,0.4021649807277434
56,-0.43768076455540117,1.3662949340679742
57,-1.4790308785810802,0.5874087052311119
58,1.0693246796232563,0.10642474660441859
59,-0.43692038556199464,-1.175549156510607
60,0.8989531548526831,1.5974710435416166
61,1.202755416919314,-1.3594387840140392
62,-1.2804792167635057,0.9802287944055419
63,0.7414530025771203,-1.5586299481604433
64,-0.35161979180788167,0.7161609992000544
65,0.6308112299135528,-0.7883964311890311
66,-1.519636957741305,0.007432466717923322
67,-1.1689100869248126,-1.1217645754617807
68,0.03045979077876383,1.0332112165364695
69,-0.9976994478268694,1.652375129426599
70,-0.38963838486004165,-1.5973469419425685
71,1.3578342272010635,-1.6208058712717794
72,2.717972359885962,-0.8260175070450255
73,0.7460694156842933,-0.486650191447863
74,0.5076186224412217,-0.8085794193654374
75,1.104358927745781,-0.6262245308114112
76,-2.0305853696497795,0.8439377917653641
77,0.673657464477445,-0.9416456645828882
78,-0.8026891835175072,1.0480174200439292
79,-0.09755195146069574,-1.3074022003249397
80,-1.9783885971997524,-1.5273263244916744
81,-2.276637121743521,-1.1170462631738773
82,-0.5801470620629741,-0.7333676428662718
83,-0.9865388806510177,-1.4069593715350381
84,2.3177875826774175,1.0135625107962656
85,-1.660936816973476,0.21610464807300128
86,1.050626978664306,1.0190769468251093
87,-0.4936648345408048,1.4535520333988903
88,-0.9893126591998067,-0.04710674956121179
89,0.29810777920633325,1.3954009694791298
90,0.410804622820541,-1.1623481049888789
91,0.18017800705168915,1.0097925857174352
92,-0.9050535110759125,1.1096435154450437
93,-1.387858312341879,-2.0411182405701473
94,0.861756841481118,-1.7087284441965063
95,0.7032107457590783,0.9663842356216608
96,-0.6086120377583495,0.7044505185783727
97,-0.8491673702004177,1.1124002031168898
98,-0.4578526218253159,1.2453100337927345
99,1.392618454571149,0.5144084115275588
100,-0.9781041151590243,-0.9476415687231812
101,-1.1042591363911416,0.8228098599035125
102,-2.012595940857279,0.7468089508636211
103,-2.054627507174081,0.044300556608710885
104,0.7452432782440932,0.09976298603017031
105,-1.1548009118646057,-0.3738088083942676
106,1.1047958820014443,1.3863826105199744
107,0.8676995270166353,0.32329684701588174
108,-2.061302484207268,-1.4424559427682373
109,-1.5737806304330562,0.6841891149530375
110,0.4210302341354328,0.4186852324510031
111,-0.489246810242566,-0.5601437476837122
112,0.6082617024666198,0.86995435659067
113,-2.646086690487242,1.04354015404727
114,1.596579222011808,-0.9016256457547424
115,0.12847568211651098,-0.9172492692830434
116,-1.5461812008569848,-1.2172619935328617
117,1.5230415869144605,0.883461918482329
118,0.2135005333286932,1.9372593438793582
119,-0.5043827688347293,1.2715673510820675
120,0.6228382036555847,1.2230693691345398
121,1.1950594445092426,-1.0267184648945695
122,1.6428612829995777,-1.5541969855192794
123,2.0895387350744286,0.7343826738862368
124,-0.9360391985082774,1.7356813859805318
125,0.4626258671266086,1.4261639473683565
126,-0.4379031561564209,-1.105162666355818
127,-0.6051911373621934,-1.516926739440447
128,0.6122617051952031,-0.3341205527916335
129,-1.3082913044923847,0.18012120955393052
130,-1.5502438655377653,-0.49954691781791416
131,-0.2860148924874299,-0.6199574004657062
132,0.49137933331443534,-1.7691343030371398
133,1.0614942701873629,1.0258802747551297
134,0.7972788083499228,-0.1353684308822839
135,1.1217421305650543,1.0810983524391957
136,0.06371945336033064,-1.1383380623954218
137,-0.7705335799818402,-1.1869827764896577
138,1.2532384638891774,-1.248124670528773
139,0.6966399601052837,1.7349591608302677
140,-0.2039014586899787,-1.929340585637533
141,-0.033352446358646225,-2.072250899351727
142,0.7119931696583751,-0.02158278567298435
143,0.6955305700663245,-1.011082406458042
144,-2.031466909840644,-0.3543213774617803
145,-0.39434401626371496,1.555633369212308
146,1.47744973040423,-0.8074578277371104
147,-0.24884149429957886,1.8191233749716065
148,1.9309119289294803,-0.4424799765020701
149,0.6460308756157329,1.0783011673301557
150,0.1886370690900363,0.7973029261429951
151,-0.181504322514127,-0.806582949354386
152,-1.9674752044944726,0.11725560580544017
153,-1.0433893256595694,0.8204490716256649
154,1.9665292164039228,-0.2723457485332661
155,0.6602517138148307,0.5752856027933471
156,-1.2742685912485079,-0.05954822523787781
157,0.8138199351578803,-0.9158416290205269
158,0.67263247776875,1.3614210227250199
159,0.6214934494292903,-0.7992958517884614
160,1.3640066978649443,-0.1483059621005809
161,-1.163726537833988,0.17555379953025899
162,1.8701961501011408,0.6394435773634488
163,-1.5379277911713032,0.8395729406061521
164,1.7029185009895926,-0.19733425164941354
165,1.6798826489162308,1.023548173811942
166,1.1187655406196373,1.30747805676313
167,0.6864582646296639,-1.0286496917803398
168,1.806656883904208,-1.8456583573725522
169,0.38147542245335886,1.5992145205419408
170,-0.09967282478192867,0.6366394304118402
171,-0.3953538896804001,-1.4351862280203627
